,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
298,13009,341.0,3.0,2007.0,Puzzle,36.0,5.0,0.0,0.0,0.0,0.05
299,4106,329.0,18.0,2008.0,Misc,112.0,41.0,0.03,0.0,0.04,0.48
300,7489,54.0,10.0,2000.0,Adventure,59.0,11.0,0.08,0.0,0.01,0.21
301,3786,397.0,12.0,2010.0,Misc,107.0,9.0,0.32,0.0,0.12,0.53
302,2738,80.0,12.0,2010.0,Misc,6.0,46.0,0.19,0.0,0.09,0.75
303,13346,514.0,18.0,2008.0,Misc,74.0,4.0,0.0,0.0,0.0,0.05
304,4370,128.0,1.0,2014.0,Sports,37.0,9.0,0.33,0.0,0.03,0.45
305,3817,327.0,3.0,2009.0,Puzzle,89.0,30.0,0.03,0.16,0.03,0.53
306,3748,221.0,13.0,2016.0,Action,128.0,14.0,0.32,0.0,0.08,0.54
307,6592,27.0,6.0,2002.0,Sports,59.0,20.0,0.05,0.0,0.01,0.26
308,3872,310.0,10.0,1999.0,Shooter,107.0,17.0,0.11,0.2,0.03,0.52
309,76,456.0,20.0,2011.0,Role-Playing,21.0,104.0,2.86,0.1,0.85,8.84
310,1588,474.0,12.0,2007.0,Shooter,122.0,46.0,0.53,0.03,0.22,1.25
311,6050,314.0,20.0,2011.0,Shooter,25.0,10.0,0.15,0.01,0.03,0.29
312,5721,459.0,18.0,2008.0,Action,106.0,28.0,0.01,0.0,0.02,0.31
313,12166,152.0,1.0,2015.0,Action,46.0,0.0,0.0,0.07,0.0,0.07
314,644,259.0,22.0,2014.0,Misc,83.0,90.0,0.76,0.0,0.22,2.41
315,4043,241.0,17.0,1993.0,Puzzle,89.0,0.0,0.0,0.49,0.0,0.49
316,14629,61.0,5.0,2006.0,Sports,89.0,0.0,0.0,0.03,0.0,0.03
317,6662,206.0,12.0,2011.0,Misc,122.0,10.0,0.1,0.0,0.04,0.25
318,12181,115.0,14.0,2007.0,Role-Playing,51.0,6.0,0.0,0.0,0.01,0.07
319,10452,345.0,3.0,2009.0,Sports,87.0,0.0,0.0,0.1,0.0,0.1
320,2910,466.0,3.0,2008.0,Simulation,37.0,32.0,0.31,0.0,0.07,0.7
321,16228,402.0,11.0,2007.0,Adventure,32.0,0.0,0.0,0.01,0.0,0.01
322,10974,481.0,11.0,2005.0,Shooter,36.0,4.0,0.04,0.0,0.01,0.09
323,3776,156.0,10.0,1999.0,Platform,36.0,30.0,0.2,0.0,0.03,0.53
324,16536,256.0,20.0,2011.0,Action,68.0,0.0,0.0,0.01,0.0,0.01
325,12794,174.0,16.0,1995.0,Shooter,14.0,0.0,0.0,0.06,0.0,0.06
326,7645,245.0,21.0,2002.0,Sports,6.0,15.0,0.04,0.0,0.01,0.2
327,8431,2.0,21.0,2006.0,Shooter,36.0,12.0,0.04,0.0,0.01,0.17
328,6726,522.0,12.0,2015.0,Action,106.0,0.0,0.0,0.25,0.0,0.25
329,4948,244.0,12.0,2006.0,Role-Playing,6.0,33.0,0.02,0.0,0.04,0.39
330,7664,445.0,11.0,2005.0,Action,68.0,10.0,0.08,0.0,0.03,0.2
331,11002,366.0,11.0,2002.0,Racing,97.0,4.0,0.03,0.0,0.01,0.09
332,11032,23.0,5.0,2003.0,Action,113.0,6.0,0.02,0.0,0.0,0.09
333,1216,94.0,3.0,2008.0,Adventure,34.0,71.0,0.52,0.01,0.15,1.54
334,16449,204.0,11.0,2008.0,Adventure,76.0,0.0,0.0,0.01,0.0,0.01
335,7728,394.0,9.0,2009.0,Adventure,80.0,0.0,0.17,0.0,0.03,0.2
336,16170,315.0,1.0,2011.0,Action,47.0,0.0,0.01,0.0,0.0,0.01
337,4069,34.0,18.0,2009.0,Sports,129.0,44.0,0.0,0.0,0.03,0.49
338,244,494.0,13.0,2015.0,Action,107.0,96.0,1.69,0.08,0.74,4.47
339,13037,313.0,3.0,2007.0,Action,14.0,5.0,0.0,0.0,0.0,0.05
340,7132,3.0,12.0,2014.0,Role-Playing,87.0,0.0,0.0,0.23,0.0,0.23
341,13742,517.0,7.0,1999.0,Strategy,59.0,3.0,0.01,0.0,0.0,0.04
342,2456,159.0,3.0,2010.0,Role-Playing,89.0,54.0,0.11,0.13,0.05,0.84
343,7812,231.0,11.0,2003.0,Shooter,37.0,9.0,0.07,0.0,0.02,0.19
344,10371,373.0,2.0,2000.0,Adventure,106.0,0.0,0.0,0.11,0.0,0.11
345,3367,150.0,10.0,2002.0,Fighting,87.0,0.0,0.0,0.56,0.04,0.6
346,12374,205.0,5.0,2001.0,Simulation,68.0,4.0,0.02,0.0,0.0,0.06
347,3200,96.0,12.0,2011.0,Action,34.0,30.0,0.23,0.0,0.09,0.63
348,1087,237.0,10.0,2000.0,Sports,37.0,92.0,0.05,0.0,0.04,1.67
349,8072,350.0,18.0,2010.0,Misc,122.0,0.0,0.16,0.0,0.02,0.18
350,11858,226.0,3.0,2010.0,Adventure,87.0,0.0,0.0,0.07,0.0,0.07
351,3764,197.0,11.0,2004.0,Misc,107.0,26.0,0.2,0.0,0.07,0.53
352,10205,390.0,14.0,2011.0,Action,117.0,0.0,0.0,0.11,0.0,0.11
353,9859,369.0,3.0,2008.0,Puzzle,49.0,10.0,0.01,0.0,0.01,0.12
354,11020,307.0,14.0,2009.0,Action,98.0,5.0,0.03,0.0,0.02,0.09
355,16427,361.0,3.0,2011.0,Puzzle,124.0,0.0,0.01,0.0,0.0,0.01
356,9038,29.0,3.0,2009.0,Puzzle,121.0,13.0,0.0,0.0,0.01,0.14
357,903,484.0,18.0,2009.0,Misc,34.0,80.0,0.67,0.0,0.18,1.92
358,12296,142.0,20.0,2012.0,Fighting,117.0,3.0,0.01,0.02,0.0,0.06
359,4271,199.0,11.0,2003.0,Misc,107.0,22.0,0.18,0.0,0.06,0.46
360,6352,442.0,14.0,2005.0,Role-Playing,122.0,0.0,0.01,0.25,0.01,0.27
361,7810,25.0,18.0,2008.0,Adventure,113.0,17.0,0.01,0.0,0.01,0.19
362,4962,432.0,17.0,1994.0,Sports,87.0,0.0,0.0,0.39,0.0,0.39
363,4042,262.0,11.0,2006.0,Shooter,87.0,0.0,0.0,0.49,0.0,0.49
364,11376,527.0,11.0,2005.0,Fighting,87.0,4.0,0.03,0.0,0.01,0.08
365,8999,250.0,14.0,2006.0,Platform,24.0,12.0,0.01,0.0,0.02,0.14
366,14473,162.0,15.0,2014.0,Adventure,90.0,0.0,0.0,0.03,0.0,0.03
367,8459,274.0,0.0,1983.0,Action,96.0,15.0,0.01,0.0,0.0,0.17
368,1123,210.0,20.0,2010.0,Simulation,83.0,78.0,0.48,0.0,0.14,1.64
369,14604,306.0,15.0,2015.0,Adventure,133.0,0.0,0.0,0.03,0.0,0.03
370,13797,453.0,21.0,2006.0,Action,116.0,3.0,0.01,0.0,0.0,0.04
371,13778,158.0,11.0,2008.0,Action,116.0,2.0,0.02,0.0,0.01,0.04
372,172,331.0,4.0,1999.0,Misc,89.0,103.0,1.12,1.01,0.16,5.31
373,11256,340.0,16.0,1995.0,Simulation,82.0,0.0,0.0,0.08,0.0,0.08
374,3721,208.0,12.0,2011.0,Fighting,87.0,0.0,0.0,0.54,0.0,0.54
375,15735,120.0,14.0,2012.0,Action,57.0,0.0,0.0,0.02,0.0,0.02
376,12688,380.0,3.0,2006.0,Action,108.0,5.0,0.0,0.0,0.0,0.06
377,15643,139.0,9.0,2015.0,Action,110.0,1.0,0.01,0.0,0.0,0.02
378,5304,108.0,18.0,1111,Action,1111,15.0,0.05,0.14,0.01,0.35
379,13821,425.0,5.0,2003.0,Racing,13.0,3.0,0.01,0.0,0.0,0.04
380,14141,516.0,11.0,2006.0,Misc,6.0,2.0,0.01,0.0,0.0,0.03
381,508,455.0,21.0,2002.0,Role-Playing,122.0,97.0,0.63,0.03,0.11,2.86
382,4418,406.0,11.0,2005.0,Misc,113.0,37.0,0.01,0.0,0.06,0.44
383,1173,278.0,3.0,2008.0,Simulation,37.0,68.0,0.6,0.01,0.17,1.58
384,15289,316.0,20.0,2010.0,Adventure,57.0,0.0,0.0,0.02,0.0,0.02
385,13059,252.0,9.0,2011.0,Strategy,0.0,1.0,0.03,0.0,0.01,0.05
386,5792,482.0,3.0,2010.0,Puzzle,128.0,11.0,0.17,0.0,0.03,0.31
387,1253,403.0,6.0,2003.0,Fighting,87.0,77.0,0.32,0.11,0.08,1.5
388,12194,400.0,12.0,2010.0,Platform,107.0,0.0,0.05,0.0,0.02,0.07
389,11253,169.0,14.0,2008.0,Fighting,94.0,3.0,0.01,0.04,0.01,0.08
390,2850,114.0,20.0,2011.0,Racing,122.0,25.0,0.39,0.0,0.08,0.72
391,14462,146.0,21.0,2003.0,Racing,85.0,2.0,0.01,0.0,0.0,0.03
392,11045,308.0,3.0,2007.0,Simulation,72.0,0.0,0.0,0.09,0.0,0.09
393,16039,498.0,12.0,2016.0,Misc,8.0,0.0,0.0,0.01,0.0,0.01
394,2081,348.0,3.0,2008.0,Puzzle,122.0,17.0,0.78,0.0,0.04,1.0
395,1154,126.0,7.0,1998.0,Racing,125.0,45.0,0.96,0.09,0.08,1.6
396,6922,170.0,20.0,2015.0,Misc,6.0,12.0,0.1,0.0,0.02,0.24
397,7794,393.0,12.0,2010.0,Platform,6.0,16.0,0.02,0.0,0.02,0.19
398,15827,5.0,9.0,2008.0,Adventure,28.0,0.0,0.01,0.0,0.0,0.02
399,16242,55.0,10.0,1999.0,Strategy,35.0,1.0,0.0,0.0,0.0,0.01
400,3372,521.0,10.0,1998.0,Adventure,37.0,33.0,0.23,0.0,0.04,0.6
401,2344,118.0,13.0,2016.0,Sports,37.0,28.0,0.47,0.0,0.14,0.89
402,567,172.0,20.0,2008.0,Misc,6.0,93.0,0.64,0.0,0.25,2.67
403,8595,79.0,20.0,2006.0,Role-Playing,87.0,12.0,0.0,0.03,0.01,0.16
404,14947,38.0,11.0,2006.0,Simulation,68.0,0.0,0.0,0.02,0.0,0.02
405,15029,424.0,9.0,2008.0,Strategy,50.0,0.0,0.02,0.0,0.0,0.02
406,9305,168.0,10.0,1998.0,Fighting,126.0,3.0,0.02,0.07,0.01,0.14
407,7648,149.0,21.0,2005.0,Action,37.0,15.0,0.04,0.0,0.01,0.2
408,874,76.0,11.0,2003.0,Racing,127.0,64.0,1.01,0.0,0.2,1.95
409,9190,395.0,21.0,2005.0,Strategy,116.0,11.0,0.03,0.0,0.01,0.14
410,12937,253.0,3.0,2010.0,Action,54.0,0.0,0.0,0.05,0.0,0.05
411,3288,291.0,13.0,2015.0,Sports,37.0,35.0,0.15,0.0,0.11,0.61
412,5655,99.0,11.0,2003.0,Sports,6.0,16.0,0.12,0.0,0.04,0.32
413,2257,513.0,20.0,2011.0,Misc,6.0,72.0,0.0,0.0,0.05,0.92
414,3338,268.0,5.0,2004.0,Racing,74.0,42.0,0.16,0.0,0.01,0.6
415,10236,182.0,11.0,2007.0,Adventure,7.0,0.0,0.0,0.11,0.0,0.11
416,3846,249.0,8.0,1993.0,Platform,24.0,28.0,0.07,0.16,0.01,0.52
417,2544,170.0,13.0,2015.0,Misc,6.0,32.0,0.35,0.0,0.13,0.81
418,4516,227.0,10.0,2001.0,Sports,107.0,24.0,0.16,0.0,0.03,0.43
419,7612,57.0,3.0,2010.0,Adventure,122.0,13.0,0.06,0.0,0.02,0.2
420,12221,480.0,12.0,2011.0,Simulation,1.0,6.0,0.0,0.0,0.01,0.07
421,5351,216.0,10.0,1998.0,Puzzle,107.0,0.0,0.0,0.32,0.02,0.34
422,7088,295.0,3.0,2005.0,Fighting,118.0,0.0,0.0,0.23,0.0,0.23
423,16339,292.0,3.0,2008.0,Misc,27.0,0.0,0.0,0.01,0.0,0.01
424,9771,377.0,11.0,1111,Platform,124.0,0.0,0.0,0.12,0.0,0.12
425,1611,414.0,21.0,2005.0,Action,6.0,69.0,0.38,0.0,0.04,1.24
426,7853,300.0,9.0,2011.0,Racing,37.0,5.0,0.11,0.0,0.03,0.19
427,6216,530.0,3.0,2010.0,Adventure,6.0,26.0,0.01,0.0,0.02,0.28
428,13654,103.0,1.0,2013.0,Action,87.0,0.0,0.0,0.04,0.0,0.04
429,2806,337.0,3.0,2007.0,Misc,89.0,0.0,0.0,0.73,0.0,0.73
430,7524,428.0,11.0,2005.0,Strategy,68.0,6.0,0.05,0.07,0.02,0.2
431,1681,121.0,21.0,2003.0,Action,13.0,62.0,0.43,0.01,0.04,1.2
432,14197,28.0,5.0,2005.0,Sports,13.0,2.0,0.01,0.0,0.0,0.03
433,29,160.0,11.0,2001.0,Racing,107.0,105.0,5.09,1.87,1.16,14.98
434,1459,225.0,20.0,2006.0,Shooter,24.0,82.0,0.04,0.1,0.11,1.34
435,905,418.0,18.0,2008.0,Action,71.0,85.0,0.57,0.0,0.19,1.91
436,3635,255.0,11.0,2005.0,Action,68.0,34.0,0.01,0.15,0.06,0.55
437,15161,370.0,3.0,2005.0,Sports,103.0,2.0,0.0,0.0,0.0,0.02
438,271,125.0,11.0,2003.0,Misc,107.0,73.0,2.3,0.2,0.83,4.2
439,296,134.0,13.0,2014.0,Shooter,122.0,83.0,2.12,0.1,0.69,4.03
440,5045,248.0,10.0,1999.0,Action,107.0,21.0,0.14,0.0,0.02,0.38
441,9546,346.0,1.0,2011.0,Misc,122.0,8.0,0.04,0.0,0.01,0.13
442,7063,347.0,20.0,2011.0,Action,113.0,20.0,0.02,0.0,0.02,0.23
443,16020,495.0,9.0,2002.0,Shooter,13.0,0.0,0.01,0.0,0.0,0.01
444,3628,230.0,20.0,2011.0,Racing,113.0,37.0,0.14,0.0,0.05,0.56
445,15187,383.0,15.0,2016.0,Action,124.0,0.0,0.0,0.02,0.0,0.02
446,12346,461.0,11.0,2003.0,Racing,106.0,3.0,0.02,0.0,0.01,0.06
447,1998,251.0,10.0,1996.0,Action,126.0,44.0,0.3,0.22,0.07,1.04
448,5288,200.0,11.0,2006.0,Sports,68.0,0.0,0.0,0.35,0.0,0.35
449,15020,141.0,9.0,2010.0,Puzzle,104.0,0.0,0.02,0.0,0.01,0.02
450,14609,89.0,14.0,2012.0,Adventure,22.0,0.0,0.0,0.03,0.0,0.03
451,4317,32.0,18.0,2007.0,Adventure,6.0,41.0,0.0,0.0,0.03,0.45
452,2552,119.0,17.0,1994.0,Role-Playing,89.0,0.0,0.0,0.81,0.0,0.81
453,13227,299.0,9.0,2003.0,Racing,37.0,0.0,0.04,0.0,0.01,0.05
454,1399,504.0,12.0,2012.0,Action,113.0,50.0,0.62,0.0,0.26,1.39
455,12714,475.0,6.0,2006.0,Action,122.0,4.0,0.01,0.0,0.0,0.06
456,9193,344.0,12.0,2014.0,Sports,68.0,0.0,0.0,0.14,0.0,0.14
457,3913,486.0,12.0,2010.0,Shooter,6.0,24.0,0.19,0.0,0.08,0.51
458,7834,135.0,22.0,2015.0,Simulation,67.0,10.0,0.07,0.0,0.02,0.19
459,24,161.0,20.0,2013.0,Action,116.0,106.0,5.31,0.06,1.38,16.38
460,1397,117.0,11.0,2005.0,Action,117.0,24.0,0.18,0.91,0.06,1.39
461,5260,143.0,14.0,2009.0,Sports,106.0,0.0,0.26,0.0,0.09,0.36
462,13687,69.0,14.0,2011.0,Adventure,2.0,0.0,0.0,0.04,0.0,0.04
463,1625,66.0,8.0,1986.0,Platform,68.0,52.0,0.06,0.62,0.01,1.23
464,6601,434.0,5.0,2002.0,Strategy,19.0,0.0,0.0,0.25,0.01,0.26
465,2655,195.0,6.0,2002.0,Shooter,37.0,56.0,0.16,0.0,0.02,0.78
466,8399,72.0,10.0,1998.0,Adventure,55.0,2.0,0.01,0.12,0.01,0.17
467,558,234.0,20.0,2010.0,Sports,37.0,102.0,0.12,0.0,0.18,2.69
468,3539,45.0,21.0,2001.0,Shooter,83.0,42.0,0.12,0.0,0.02,0.57
469,15269,391.0,14.0,2013.0,Adventure,57.0,0.0,0.0,0.02,0.0,0.02
470,16441,52.0,15.0,2017.0,Action,57.0,0.0,0.0,0.01,0.0,0.01
471,4021,9.0,20.0,2011.0,Action,87.0,30.0,0.12,0.03,0.04,0.49
472,522,279.0,9.0,1994.0,Adventure,101.0,2.0,2.79,0.0,0.0,2.81
473,8631,441.0,18.0,2008.0,Action,113.0,15.0,0.0,0.0,0.01,0.16
474,8600,452.0,9.0,2014.0,Racing,122.0,0.0,0.15,0.0,0.01,0.16
475,13704,519.0,13.0,2016.0,Strategy,116.0,1.0,0.02,0.0,0.01,0.04
476,14189,35.0,11.0,2004.0,Action,87.0,2.0,0.01,0.0,0.0,0.03
477,13722,429.0,12.0,2011.0,Sports,94.0,0.0,0.03,0.0,0.01,0.04
478,9041,22.0,3.0,2006.0,Racing,122.0,9.0,0.04,0.0,0.01,0.14
479,8477,223.0,20.0,2009.0,Adventure,25.0,14.0,0.01,0.0,0.01,0.16
480,3305,531.0,20.0,2010.0,Sports,68.0,9.0,0.44,0.0,0.07,0.61
481,4978,124.0,11.0,2003.0,Action,113.0,19.0,0.15,0.0,0.05,0.38
482,3573,269.0,10.0,2001.0,Platform,107.0,31.0,0.21,0.0,0.04,0.56
483,4324,194.0,17.0,1995.0,Sports,42.0,0.0,0.0,0.45,0.0,0.45
484,12574,217.0,9.0,2008.0,Action,128.0,2.0,0.03,0.0,0.01,0.06
485,2388,328.0,18.0,2010.0,Puzzle,113.0,57.0,0.19,0.0,0.07,0.87
486,2916,127.0,5.0,2001.0,Action,74.0,49.0,0.19,0.0,0.01,0.7
487,6188,501.0,20.0,2007.0,Fighting,106.0,20.0,0.03,0.03,0.02,0.28
488,2677,413.0,5.0,2002.0,Action,113.0,53.0,0.2,0.0,0.01,0.77
489,16401,324.0,5.0,2007.0,Misc,122.0,1.0,0.0,0.0,0.0,0.01
490,9328,298.0,14.0,2012.0,Action,88.0,0.0,0.0,0.14,0.0,0.14
491,15360,372.0,14.0,2013.0,Adventure,7.0,0.0,0.0,0.02,0.0,0.02
492,1192,140.0,17.0,1990.0,Action,24.0,60.0,0.17,0.69,0.03,1.56
493,16166,90.0,9.0,2000.0,Role-Playing,36.0,0.0,0.01,0.0,0.0,0.01
494,4778,277.0,3.0,2009.0,Misc,79.0,38.0,0.0,0.0,0.03,0.41
495,3974,49.0,18.0,2007.0,Misc,37.0,42.0,0.03,0.0,0.04,0.5
496,13984,184.0,11.0,2008.0,Misc,30.0,0.0,0.0,0.04,0.0,0.04
497,13998,133.0,14.0,2008.0,Puzzle,61.0,3.0,0.0,0.0,0.0,0.04
498,6467,399.0,18.0,2015.0,Action,6.0,5.0,0.19,0.0,0.02,0.26
499,12508,309.0,7.0,1998.0,Sports,48.0,5.0,0.01,0.0,0.0,0.06
500,1518,284.0,11.0,2006.0,Sports,37.0,81.0,0.04,0.02,0.17,1.3
501,661,503.0,7.0,1998.0,Fighting,113.0,95.0,0.39,0.03,0.02,2.38
502,6244,488.0,21.0,2005.0,Action,6.0,21.0,0.06,0.0,0.01,0.28
503,10314,145.0,10.0,2000.0,Racing,25.0,6.0,0.04,0.0,0.01,0.11
504,3240,254.0,21.0,1111,Action,68.0,38.0,0.22,0.0,0.03,0.62
505,477,17.0,1.0,2015.0,Simulation,89.0,46.0,1.0,1.39,0.12,2.98
506,13167,524.0,3.0,2006.0,Misc,68.0,0.0,0.0,0.05,0.0,0.05
507,7634,479.0,13.0,2015.0,Sports,6.0,9.0,0.08,0.0,0.03,0.2
508,7887,74.0,11.0,2005.0,Shooter,36.0,9.0,0.07,0.0,0.02,0.19
509,14245,246.0,18.0,2010.0,Racing,92.0,3.0,0.0,0.0,0.0,0.03
510,9045,266.0,11.0,2006.0,Adventure,113.0,7.0,0.05,0.0,0.02,0.14
511,9086,180.0,3.0,2008.0,Role-Playing,53.0,13.0,0.0,0.0,0.01,0.14
512,4328,464.0,11.0,2002.0,Action,16.0,22.0,0.17,0.0,0.06,0.45
513,14054,322.0,19.0,2014.0,Action,87.0,1.0,0.02,0.0,0.0,0.04
514,11648,374.0,3.0,2009.0,Simulation,1.0,7.0,0.0,0.0,0.0,0.08
515,14031,489.0,10.0,1996.0,Misc,93.0,2.0,0.01,0.0,0.0,0.04
516,13179,525.0,3.0,2007.0,Strategy,68.0,0.0,0.01,0.04,0.0,0.05
517,6150,40.0,3.0,2010.0,Action,68.0,16.0,0.1,0.0,0.03,0.28
518,3877,198.0,11.0,2002.0,Misc,107.0,25.0,0.2,0.0,0.07,0.52
519,2998,129.0,21.0,2005.0,Sports,37.0,29.0,0.38,0.0,0.01,0.68
520,4182,509.0,9.0,2009.0,Strategy,113.0,0.0,0.45,0.0,0.02,0.47
521,2055,359.0,13.0,2014.0,Platform,122.0,21.0,0.61,0.0,0.18,1.01
522,2032,392.0,6.0,2004.0,Platform,6.0,63.0,0.26,0.01,0.03,1.02
523,4047,132.0,7.0,1997.0,Sports,37.0,16.0,0.3,0.0,0.03,0.49
524,2079,95.0,12.0,2013.0,Action,34.0,47.0,0.35,0.0,0.16,1.0
525,11578,273.0,3.0,2010.0,Misc,34.0,0.0,0.0,0.08,0.0,0.08
526,2828,414.0,5.0,2005.0,Action,122.0,51.0,0.19,0.0,0.01,0.72
527,7725,39.0,18.0,2009.0,Action,68.0,15.0,0.0,0.03,0.01,0.2
528,7781,323.0,14.0,2005.0,Action,122.0,16.0,0.01,0.0,0.02,0.19
529,1469,523.0,20.0,2010.0,Sports,122.0,66.0,0.42,0.0,0.11,1.33
530,16033,276.0,3.0,2008.0,Simulation,23.0,0.0,0.01,0.0,0.0,0.01
531,7358,529.0,12.0,2011.0,Platform,113.0,11.0,0.07,0.0,0.03,0.21
532,4241,438.0,14.0,2007.0,Shooter,107.0,25.0,0.12,0.0,0.09,0.46
533,15694,339.0,15.0,2015.0,Adventure,65.0,0.0,0.0,0.02,0.0,0.02
534,2437,421.0,10.0,1996.0,Fighting,126.0,14.0,0.09,0.57,0.06,0.85
535,2754,232.0,3.0,2008.0,Action,6.0,41.0,0.26,0.0,0.07,0.75
536,16414,444.0,1.0,2013.0,Action,6.0,1.0,0.0,0.0,0.0,0.01
537,12124,387.0,3.0,2007.0,Action,66.0,0.0,0.0,0.07,0.0,0.07
538,7371,157.0,0.0,1111,Action,6.0,20.0,0.01,0.0,0.0,0.21
539,2357,505.0,20.0,2010.0,Fighting,113.0,43.0,0.36,0.0,0.08,0.88
540,2552,119.0,17.0,1994.0,Role-Playing,89.0,0.0,0.0,0.81,0.0,0.81
541,10988,229.0,6.0,2002.0,Racing,113.0,7.0,0.02,0.0,0.0,0.09
542,2032,392.0,6.0,2004.0,Platform,6.0,63.0,0.26,0.01,0.03,1.02
543,12822,272.0,11.0,2005.0,Racing,107.0,3.0,0.02,0.0,0.01,0.06
544,10656,283.0,14.0,2006.0,Sports,85.0,9.0,0.0,0.0,0.01,0.1
545,4877,14.0,20.0,2010.0,Role-Playing,106.0,23.0,0.13,0.0,0.04,0.4
546,9206,98.0,21.0,2005.0,Platform,34.0,10.0,0.03,0.0,0.0,0.14
547,2154,81.0,10.0,1999.0,Simulation,68.0,0.0,0.0,0.9,0.06,0.96
548,4143,396.0,18.0,2008.0,Simulation,37.0,37.0,0.03,0.04,0.04,0.48
549,14462,146.0,21.0,2003.0,Racing,85.0,2.0,0.01,0.0,0.0,0.03
550,7513,147.0,1.0,2011.0,Action,68.0,16.0,0.03,0.0,0.01,0.2
551,872,474.0,20.0,2006.0,Shooter,122.0,82.0,0.65,0.02,0.2,1.96
552,16389,485.0,9.0,2016.0,Action,122.0,0.0,0.01,0.0,0.0,0.01
